SegmentID,lat,lon
101101,40.761453456096504,-73.76165558805154
147877,40.7157845181115,-73.78384039440942
148405,40.598122787879134,-73.73874312436087
60901,40.71375608947346,-73.77924321749619
156331,40.712129875092636,-73.76932875236253
255066,40.76936226877582,-73.83585327469287
62117,40.610244731675294,-73.75353035901594
54930,40.6845996706364,-73.82249966510352
96992,40.748630630958516,-73.79702426706692
101934,40.76138727456612,-73.73256968793869
131685,40.744876536174786,-73.82586269748026
45313,40.71095025196053,-73.91007276586143
146374,40.75241290130681,-73.70190998615158
259653,40.747730997924265,-73.95640641428398
151747,40.692092763560794,-73.85154358446734
151704,40.710030393659764,-73.85967060654279
76140,40.76573110025048,-73.89234532455033
113908,40.7637275363766,-73.84162103899092
137935,40.75988494729108,-73.71485959724636
91529,40.76006756846218,-73.8162099822376
254676,40.7470012819047,-73.94282015766653
76379,40.755935355618284,-73.88180235335888
48792,40.71269364629651,-73.90050376275346
76510,40.759764055855186,-73.8809808476846
57224,40.69705347755459,-73.80342025056606
148980,40.74408188509974,-73.7599010317785
51274,40.66706840786364,-73.85627574723134
48920,40.709087932284866,-73.89826498924778
151813,40.72529858963551,-73.79160864834469
157298,40.76282806459011,-73.83498691207076
156766,40.642514151829,-73.83475745030157
53362,40.704376648064,-73.83705656702163
156609,40.683337443795686,-73.8659881458028
148335,40.59504801672463,-73.7499101556915
137934,40.75968850925235,-73.71479142613735
83469,40.75791468850379,-73.86101508266758
67556,40.75897405081351,-73.93268070324311
68200,40.74998903697761,-73.90964487809356
144513,40.723242060197286,-73.79034046694042
69030,40.77878376336204,-73.90930968354047
57220,40.697066788756516,-73.80365709276224
58671,40.673806129784424,-73.79522425718372
181196,40.773106868812384,-73.79521702007042
148407,40.59645460590254,-73.74391587179247
177547,40.75817000444704,-73.8555405569099
171227,40.71158459720823,-73.7695423843767
156038,40.653786112761736,-73.83843472770829
156018,40.69581001828852,-73.85271417071476
51945,40.6743524783257,-73.83826133212409
57133,40.713934035994406,-73.80713664006586
45497,40.71297614327679,-73.90738624632073
64066,40.665535655845325,-73.72897500857827
48793,40.71157902376044,-73.90001720750577
101295,40.75841371751588,-73.75359363929884
62211,40.610017895149255,-73.74479452889675
156311,40.663384691058916,-73.77691796405436
81591,40.734426222696094,-73.86818954496772
113401,40.74678163686561,-73.89204150308639
76577,40.74834439720978,-73.87716821448527
117228,40.75131628398668,-73.78658951120933
149047,40.74120874792182,-73.85025101089239
75112,40.73929427367491,-73.87785650420726
151815,40.712894382017424,-73.85957873880301
113401,40.74678157123357,-73.89204213783832
192072,40.5866227277465,-73.81776181606885
63622,40.661724048489404,-73.73828571735525
177488,40.75711865854468,-73.8608701224155
157084,40.724886819643345,-73.85008297354483
117843,40.69384411424545,-73.89866744766779
67834,40.746829796354525,-73.92026826586859
67427,40.75847815594365,-73.93378760870229
51382,40.66303911699368,-73.8493813999291
144320,40.72793268253255,-73.92903955895775
129929,40.77856838028123,-73.90932456050807
91749,40.750444688389656,-73.81138622026161
62117,40.61015822851723,-73.75355299516856
62211,40.61006371440966,-73.74468962034673
134372,40.714041499539235,-73.8305516184279
255311,40.7676071210903,-73.83743655863563
155798,40.69427123322378,-73.82758192823518
36587,40.74481825639023,-73.95588535784036
139997,40.78586360142285,-73.79859202798123
52614,40.711444588728845,-73.85714261747643
76173,40.76869438791581,-73.89196401011162
170323,40.7096757835063,-73.82090084790948
68073,40.74877491852631,-73.91242531069047
156785,40.7378380985391,-73.77339716177659
167691,40.71347336123899,-73.91545523895066
130569,40.75810622693108,-73.88172325455861
267090,40.769617852900105,-73.86979394613644
181189,40.77298611091944,-73.79598605802977
54787,40.67708911663258,-73.82503925459952
49478,40.70218274718917,-73.87781387398566
129127,40.68468265443059,-73.79960477155873
244589,40.75744158939182,-73.84874275736433
170437,40.696650734263066,-73.8152389153723
64564,40.69408633537785,-73.75354372658838
51998,40.67984315684696,-73.83869214280737
67695,40.76883730757175,-73.92554396631867
67946,40.74630309696052,-73.9157171355786
45497,40.71297775964637,-73.90741329188505
151493,40.692224902346865,-73.85116775185598
145421,40.730945757045625,-73.77440657523815
67573,40.763723344868566,-73.92898055428365
75418,40.752046513502016,-73.90404488293572
66289,40.737321788386396,-73.93042975738794
9009697,40.64029095727992,-73.74318168577693
67428,40.757579625540764,-73.93401886287326
9012452,40.66635320329157,-73.8043763817857
181218,40.773377217164345,-73.79560632029055
60094,40.70391698506646,-73.7965235332286
